"player","player_id","position","team_name","player_game_count","coverage_snaps","coverage_snaps_per_reception","coverage_snaps_per_target","franchise_id","interceptions","qb_rating_against","receptions","targets","touchdowns","yards","yards_after_catch","yards_per_coverage_snap","week","year"
"Nevin Lawson",8768,"CB","DET",1,4,4,4,11,0,112.5,1,1,0,11,8,2.75,5,2017
"Shaquill Griffin",11845,"CB","SEA",1,11,3.7,2.2,29,0,71.3,3,5,0,23,20,2.09,5,2017
"Christian Kirksey",8706,"LB","CLV",1,7,3.5,3.5,8,0,91.7,2,2,0,12,4,1.71,5,2017
"Matthias Farley",10953,"S","IND",1,3,3,3,14,0,87.5,1,1,0,5,8,1.67,5,2017
"Malik Hooker",11770,"S","IND",1,3,3,1.5,14,0,95.8,1,2,1,5,1,1.67,5,2017
"Tahir Whitehead",7135,"LB","DET",1,3,3,3,11,0,83.3,1,1,0,4,8,1.33,5,2017
"Deone Bucannon",8662,"LB","ARZ",1,3,3,3,1,0,158.3,1,1,1,15,0,5,5,2017
"Tyler Patmon",9135,"CB","JAX",1,3,3,3,15,0,104.2,1,1,0,9,11,3,5,2017
"Jamal Adams",11761,"S","NYJ",1,3,3,3,22,0,100,1,1,0,8,0,2.67,5,2017
"Anthony Hitchens",8754,"LB","DAL",1,6,3,3,9,0,89.6,2,2,0,11,11,1.83,5,2017
"John Timu",10011,"LB","CHI",1,3,3,3,6,0,79.2,1,1,0,-5,0,-1.67,5,2017
"Quinten Rollins",9495,"CB","GB",1,15,3,3,12,0,140.4,5,5,1,41,23,2.73,5,2017
"Marcus Gilchrist",6202,"S","HST",1,8,2.7,2.7,13,0,102.8,3,3,0,26,24,3.25,5,2017
"Kam Chancellor",5656,"S","SEA",1,5,2.5,2.5,29,0,118.8,2,2,0,48,17,9.6,5,2017
"Ha Ha Clinton-Dix",8656,"S","GB",1,5,2.5,2.5,12,0,118.8,2,2,0,53,16,10.6,5,2017
"Josh Jones",11816,"S","GB",1,5,2.5,2.5,12,0,93.8,2,2,0,13,2,2.6,5,2017
"Nick Vigil",10721,"LB","CIN",1,7,2.3,1.8,7,0,81.3,3,4,0,16,12,2.29,5,2017
"T.J. Carrie",8853,"CB","OAK",1,11,2.2,1.8,23,0,100,5,6,0,48,16,4.36,5,2017
"Nicholas Morrow",51674,"LB","OAK",1,2,2,2,23,0,79.2,1,1,0,2,0,1,5,2017
"Nigel Bradham",7105,"LB","PHI",1,4,2,2,24,0,97.9,2,2,0,15,9,3.75,5,2017
"Jabaal Sheard",6189,"ED","IND",1,2,2,2,14,0,118.8,1,1,0,19,2,9.5,5,2017
"Rashaan Melvin",8334,"CB","IND",1,2,2,2,14,0,118.8,1,1,0,13,2,6.5,5,2017
"C.J. Mosley",8652,"LB","BLT",1,2,2,2,3,0,87.5,1,1,0,5,0,2.5,5,2017
"Jason McCourty",5127,"CB","CLV",1,2,2,2,8,0,87.5,1,1,0,5,0,2.5,5,2017
"Marcus Peters",9451,"CB","KC",1,2,2,2,16,0,118.8,1,1,0,19,23,9.5,5,2017
"Jordan Richards",9497,"S","NE",1,2,2,2,19,0,118.8,1,1,0,17,5,8.5,5,2017
"Darius Butler",4964,"S","IND",1,6,2,2,14,0,109.7,3,3,0,31,9,5.17,5,2017
"Clay Matthews",4949,"ED","GB",1,2,2,1,12,0,56.3,1,2,0,6,1,3,5,2017
"John Johnson III",11847,"S","LA",1,2,2,2,26,0,91.7,1,1,0,6,1,3,5,2017
"Bruce Irvin",7021,"ED","OAK",1,2,2,2,23,0,118.8,1,1,0,14,0,7,5,2017
"Eli Apple",10644,"CB","NYG",1,3,1.5,1.5,21,0,118.8,2,2,0,37,25,12.33,5,2017
"Jatavis Brown",10809,"LB","LAC",1,1,1,1,27,0,100,1,1,0,8,13,8,5,2017
"Brent Grimes",3589,"CB","TB",1,1,1,1,30,0,108.3,1,1,0,10,5,10,5,2017
"Wesley Woodyard",4583,"LB","TEN",1,1,1,1,31,0,118.8,1,1,0,13,9,13,5,2017
"Kareem Martin",8719,"ED","ARZ",1,1,1,1,1,0,79.2,1,1,0,1,1,1,5,2017
"Greg Mabin",12068,"CB","BUF",1,1,1,1,4,0,118.8,1,1,0,20,6,20,5,2017
"Kyle Fuller",8649,"CB","CHI",1,1,1,1,6,0,112.5,1,1,0,11,2,11,5,2017
"Vincent Rey",5811,"LB","CIN",1,1,1,1,7,0,95.8,1,1,0,7,4,7,5,2017
"Kyle Wilber",7113,"LB","DAL",1,1,1,1,9,0,87.5,1,1,0,5,4,5,5,2017
"James Cowser",11351,"ED","OAK",1,1,1,1,23,0,83.3,1,1,0,4,5,4,5,2017
"Paul Posluszny",3650,"LB","JAX",1,1,1,1,15,0,79.2,1,1,0,3,2,3,5,2017
"Devante Bond",10817,"LB","TB",1,1,1,1,30,0,91.7,1,1,0,6,0,6,5,2017
"D.J. Swearinger Sr.",7838,"S","WAS",1,9,,9,32,0,39.6,0,1,0,0,0,0,6,2017
"Rodney McLeod",7271,"S","PHI",1,4,,4,24,0,39.6,0,1,0,0,0,0,6,2017
"Dylan Cole",24304,"LB","HST",1,1,,1,13,1,0,0,1,0,0,0,0,6,2017
"Jayon Brown",11910,"LB","TEN",1,5,,2.5,31,0,39.6,0,2,0,0,0,0,6,2017
"Adoree' Jackson",11773,"CB","TEN",1,4,,4,31,0,39.6,0,1,0,0,0,0,6,2017
"Eric Weddle",3653,"S","BLT",1,4,,4,3,0,39.6,0,1,0,0,0,0,6,2017
"William Gay",3786,"CB","PIT",1,3,,3,25,0,39.6,0,1,0,0,0,0,6,2017
"Karlos Dansby",1754,"LB","ARZ",1,6,,6,1,0,39.6,0,1,0,0,0,0,6,2017
"Malik Hooker",11770,"S","IND",1,2,,2,14,0,39.6,0,1,0,0,0,0,6,2017
"Antonio Morrison",10759,"LB","IND",1,1,,1,14,0,39.6,0,1,0,0,0,0,6,2017
"Eric Murray",10740,"S","KC",1,2,,2,16,0,39.6,0,1,0,0,0,0,6,2017
"Darian Thompson",10705,"S","NYG",1,6,,6,21,0,39.6,0,1,0,0,0,0,6,2017
"Ryan Shazier",8650,"LB","PIT",1,3,,3,25,0,39.6,0,1,0,0,0,0,6,2017
"Kiko Alonso",7827,"LB","MIA",1,5,,5,17,0,39.6,0,1,0,0,0,0,6,2017
"Malcolm Jenkins",4937,"S","PHI",1,26,,26,24,0,39.6,0,1,0,0,0,0,6,2017
"Kentrell Brice",11142,"S","GB",1,3,,3,12,0,39.6,0,1,0,0,0,0,6,2017
"Trevor Williams",11004,"CB","LAC",1,1,,1,27,0,39.6,0,1,0,0,0,0,6,2017
"Derrick Kindred",10763,"S","CLV",1,1,,1,8,0,39.6,0,1,0,0,0,0,6,2017
"Captain Munnerlyn",5140,"CB","CAR",1,8,,8,5,0,39.6,0,1,0,0,0,0,6,2017
"Kareem Jackson",5545,"CB","HST",1,26,,13,13,0,39.6,0,2,0,0,0,0,6,2017
"Dont'e Deayon",11242,"CB","NYG",1,30,30,30,21,0,118.8,1,1,0,13,5,0.43,6,2017
"Logan Ryan",7864,"CB","TEN",1,26,26,6.5,31,0,39.6,1,4,0,7,3,0.27,6,2017
"Nickell Robey-Coleman",8483,"CB","LA",1,23,23,11.5,26,1,22.9,1,2,0,9,5,0.39,6,2017
"Terence Newman",1321,"CB","MIN",1,20,20,20,18,0,118.8,1,1,0,19,0,0.95,6,2017
"Kendall Fuller",10718,"CB","WAS",1,33,16.5,11,32,0,109.7,2,3,0,38,9,1.15,6,2017
"Eric Kendricks",9478,"LB","MIN",1,16,16,8,18,0,72.9,1,2,0,14,5,0.88,6,2017
"Tyvon Branch",4414,"S","ARZ",1,16,16,8,1,0,58.3,1,2,0,7,2,0.44,6,2017
"Bryce Callahan",10000,"CB","CHI",1,32,16,10.7,6,1,36.1,2,3,0,13,5,0.41,6,2017
"Patrick Chung",4957,"S","NE",1,29,14.5,5.8,19,0,51.3,2,5,0,19,4,0.66,6,2017
"Patrick Robinson",5557,"CB","PHI",1,41,13.7,5.1,24,1,6.3,3,8,0,16,25,0.39,6,2017
"Robert McClain",5771,"CB","TB",1,13,13,13,30,0,79.2,1,1,0,3,5,0.23,6,2017
"Mike Adams",1972,"S","CAR",1,12,12,12,5,0,87.5,1,1,0,5,5,0.42,6,2017
"Shaq Thompson",9458,"LB","CAR",1,12,12,6,5,0,133.3,1,2,1,24,20,2,6,2017
"Keenan Robinson",7119,"LB","NYG",1,12,12,6,21,0,66.7,1,2,0,11,4,0.92,6,2017
"Lenzy Pipkins",12117,"CB","GB",1,11,11,5.5,12,0,56.3,1,2,0,1,-1,0.09,6,2017
"Tyrann Mathieu",7850,"CB","ARZ",1,32,10.7,8,1,0,108.3,3,4,0,42,13,1.31,6,2017
"Mike Hilton",10898,"CB","PIT",1,21,10.5,10.5,25,0,79.2,2,2,0,2,5,0.1,6,2017
"Reggie Nelson",3637,"S","OAK",1,10,10,10,23,0,100,1,1,0,8,2,0.8,6,2017
"Kevin Byard",10698,"S","TEN",1,10,10,5,31,0,56.3,1,2,0,1,2,0.1,6,2017
"Jahleel Addae",8117,"S","LAC",1,10,10,5,27,0,60.4,1,2,0,8,2,0.8,6,2017
"Kenny Vaccaro",7796,"S","NO",1,49,9.8,6.1,20,1,46.9,5,8,0,62,50,1.27,6,2017
"Matthias Farley",10953,"S","IND",1,9,9,9,14,0,118.8,1,1,0,27,29,3,6,2017
"Tavon Wilson",7051,"S","DET",1,9,9,9,11,0,79.2,1,1,0,2,5,0.22,6,2017
"Desmond Trufant",7803,"CB","ATL",1,9,9,9,2,0,135.4,1,1,1,7,5,0.78,6,2017
"T.J. Carrie",8853,"CB","OAK",1,18,9,6,23,0,70.1,2,3,0,5,4,0.28,6,2017
"Jonathan Jones",11217,"CB","NE",1,16,8,8,19,0,118.8,2,2,0,35,4,2.19,6,2017
"Karl Joseph",10648,"S","OAK",1,8,8,8,23,0,118.8,1,1,0,34,14,4.25,6,2017
"Buster Skrine",6289,"CB","NYJ",1,24,8,4,22,0,71.5,3,6,0,40,5,1.67,6,2017
"Kayvon Webster",7871,"CB","LA",1,8,8,4,26,0,56.3,1,2,0,2,5,0.25,6,2017
"Quinten Rollins",9495,"CB","GB",1,7,7,3.5,12,0,64.6,1,2,0,10,10,1.43,6,2017
"Bobby McCain",9578,"CB","MIA",1,21,7,5.3,17,0,77.1,3,4,0,12,2,0.57,6,2017
"Eddie Pleasant",7593,"S","HST",1,7,7,7,13,0,118.8,1,1,0,13,11,1.86,6,2017
"Mason Foster",6236,"LB","WAS",1,7,7,7,32,0,108.3,1,1,0,10,3,1.43,6,2017
"Brian Poole",11052,"CB","ATL",1,21,7,5.3,2,0,86.5,3,4,0,21,4,1,6,2017
"Jamal Adams",11761,"S","NYJ",1,13,6.5,6.5,22,0,158.3,2,2,2,35,19,2.69,6,2017
"Keanu Neal",10651,"S","ATL",1,6,6,6,2,0,87.5,1,1,0,5,0,0.83,6,2017
"Ross Cockrell",8744,"CB","NYG",1,18,6,3.6,21,0,92.1,3,5,0,48,19,2.67,6,2017
"Nate Hairston",11913,"CB","IND",1,12,6,4,14,0,77.1,2,3,0,14,5,1.17,6,2017
"Christian Jones",9020,"LB","CHI",1,12,6,6,6,0,89.6,2,2,0,11,12,0.92,6,2017
"Desmond King II",11906,"CB","LAC",1,24,6,6,27,0,103.1,4,4,0,35,9,1.46,6,2017
"Aaron Colvin",8749,"CB","JAX",1,17,5.7,5.7,15,0,115.3,3,3,0,35,19,2.06,6,2017
"K'Waun Williams",9332,"CB","SF",1,22,5.5,3.7,28,0,113.9,4,6,1,24,6,1.09,6,2017
"Mackensie Alexander",10688,"CB","MIN",1,16,5.3,4,18,0,93.8,3,4,0,28,10,1.75,6,2017
"Jordan Richards",9497,"S","NE",1,5,5,5,19,0,87.5,1,1,0,5,2,1,6,2017
"Keith McGill",8751,"S","OAK",1,5,5,2.5,23,0,56.3,1,2,0,6,8,1.2,6,2017
"Zach Brown",7055,"LB","WAS",1,5,5,1.7,32,0,42.4,1,3,0,6,1,1.2,6,2017
"Quandre Diggs",9633,"CB","DET",1,15,5,2.5,11,0,61.1,3,6,0,25,33,1.67,6,2017
"Darryl Roberts",9680,"CB","NYJ",1,5,5,5,22,0,118.8,1,1,0,19,7,3.8,6,2017
"Tony Jefferson",8361,"S","BLT",1,9,4.5,4.5,3,0,158.3,2,2,1,31,1,3.44,6,2017
"Harrison Smith",7641,"S","MIN",1,9,4.5,4.5,18,0,91.7,2,2,0,12,5,1.33,6,2017
"Lardarius Webb",5011,"CB","BLT",1,9,4.5,4.5,3,0,118.8,2,2,0,32,17,3.56,6,2017
"Devin McCourty",5552,"S","NE",1,9,4.5,4.5,19,0,93.8,2,2,0,13,6,1.44,6,2017
"Justin Evans",11805,"S","TB",1,4,4,2,30,0,118.8,1,2,1,17,2,4.25,6,2017
"Lawrence Timmons",3631,"LB","MIA",1,4,4,2,17,0,89.6,1,2,0,22,7,5.5,6,2017
"Mychal Kendricks",7049,"LB","PHI",1,4,4,4,24,0,100,1,1,0,8,6,2,6,2017
"Kyle Van Noy",8675,"LB","NE",1,4,4,4,19,0,104.2,1,1,0,9,2,2.25,6,2017
"Trae Waynes",9444,"CB","MIN",1,4,4,4,18,0,79.2,1,1,0,0,2,0,6,2017
"Jaquiski Tartt",9479,"S","SF",1,8,4,2.7,28,0,118.1,2,3,1,15,0,1.88,6,2017
"Malcolm Butler",9040,"CB","NE",1,4,4,2,19,0,135.4,1,2,1,31,13,7.75,6,2017
"Nigel Bradham",7105,"LB","PHI",1,4,4,4,24,0,95.8,1,1,0,7,11,1.75,6,2017
"Darron Lee",10654,"LB","NYJ",1,4,4,2,22,0,77.1,1,2,0,16,2,4,6,2017
"Justin Bethel",7654,"CB","ARZ",1,4,4,4,1,0,79.2,1,1,0,0,3,0,6,2017
"Mark Barron",7013,"LB","LA",1,11,3.7,3.7,26,0,94.4,3,3,0,20,11,1.82,6,2017
"Phillip Gaines",8722,"CB","KC",1,18,3.6,3.6,16,0,158.3,5,5,1,100,46,5.56,6,2017
"Matthew Judon",10780,"ED","BLT",1,3,3,3,3,0,118.8,1,1,0,15,7,5,6,2017
"Michael Thomas",7279,"S","MIA",1,3,3,3,17,0,79.2,1,1,0,1,3,0.33,6,2017
"Barkevious Mingo",7787,"ED","IND",1,3,3,3,14,0,87.5,1,1,0,5,6,1.67,6,2017
"Adrian Phillips",9177,"S","LAC",1,3,3,3,27,0,95.8,1,1,0,7,4,2.33,6,2017
"Daniel Sorensen",9253,"S","KC",1,3,3,3,16,0,91.7,1,1,0,6,4,2,6,2017
"Justin Simmons",10732,"S","DEN",1,3,3,3,10,0,127.1,1,1,1,5,2,1.67,6,2017
"Ken Crawley",11224,"CB","NO",1,3,3,3,20,0,158.3,1,1,1,45,38,15,6,2017
"Jarrad Davis",11776,"LB","DET",1,3,3,3,11,0,79.2,1,1,0,2,9,0.67,6,2017
"Deone Bucannon",8662,"LB","ARZ",1,5,2.5,2.5,1,0,118.8,2,2,0,40,29,8,6,2017
"Wesley Woodyard",4583,"LB","TEN",1,5,2.5,2.5,31,0,104.2,2,2,0,18,7,3.6,6,2017
"Sean Davis",10692,"S","PIT",1,7,2.3,1.4,25,0,72.1,3,5,0,24,11,3.43,6,2017
"T.J. Ward",5563,"S","TB",1,2,2,2,30,0,152.1,1,1,1,11,0,5.5,6,2017
"Avery Williamson",8786,"LB","TEN",1,2,2,2,31,0,112.5,1,1,0,11,10,5.5,6,2017
"Brennan Scarlett",11169,"ED","HST",1,2,2,2,13,0,108.3,1,1,0,10,1,5,6,2017
"Brian Orakpo",4936,"ED","TEN",1,2,2,2,31,0,91.7,1,1,0,6,2,3,6,2017
"Javien Elliott",11418,"CB","TB",1,2,2,2,30,0,118.8,1,1,0,31,23,15.5,6,2017
"Sam Acho",6255,"ED","CHI",1,2,2,2,6,0,79.2,1,1,0,3,4,1.5,6,2017
"Johnson Bademosi",7374,"CB","NE",1,2,2,2,19,0,118.8,1,1,0,16,2,8,6,2017
"Jamar Taylor",7835,"CB","CLV",1,2,2,1,8,0,95.8,1,2,1,1,4,0.5,6,2017
"Jamie Collins Sr.",7833,"LB","CLV",1,2,2,2,8,0,100,1,1,0,8,8,4,6,2017
"David Amerson",7832,"CB","OAK",1,2,2,2,23,0,116.7,1,1,0,12,0,6,6,2017
"Dont'a Hightower",7030,"ED","NE",1,2,2,2,19,0,108.3,1,1,0,10,3,5,6,2017
"Nate Allen",5562,"S","MIA",1,2,2,2,17,0,118.8,1,1,0,18,19,9,6,2017
"Ricardo Allen",8782,"S","ATL",1,3,1.5,1.5,2,0,95.8,2,2,0,14,7,4.67,6,2017
"Khalil Mack",8640,"ED","OAK",1,1,1,1,23,0,116.7,1,1,0,12,15,12,6,2017
"Jairus Byrd",4965,"S","CAR",1,1,1,1,5,0,79.2,1,1,0,0,3,0,6,2017
"Telvin Smith Sr.",8779,"LB","JAX",1,1,1,1,15,0,83.3,1,1,0,4,7,4,6,2017
"Josh Hawkins",11149,"CB","GB",1,1,1,1,12,0,112.5,1,1,0,11,6,11,6,2017
"Deion Jones",10686,"LB","ATL",1,1,1,1,2,0,152.1,1,1,1,11,0,11,6,2017
"Benardrick McKinney",9476,"LB","HST",1,1,1,1,13,0,79.2,1,1,0,3,0,3,6,2017
"Calvin Munson",12236,"LB","NYG",1,1,1,1,21,0,116.7,1,1,0,12,4,12,6,2017
"Daryl Worley",10711,"CB","CAR",1,1,1,1,5,0,118.8,1,1,1,1,0,1,6,2017
"Adarius Taylor",9074,"LB","TB",1,1,1,1,30,0,118.8,1,1,0,15,0,15,6,2017
"Alec Ogletree",7811,"LB","LA",1,1,1,1,26,0,79.2,1,1,0,3,8,3,6,2017
"Danny Trevathan",7177,"LB","CHI",1,7,,7,6,1,0,0,1,0,0,0,0,7,2017
"Matt Milano",11918,"LB","BUF",1,6,,6,4,1,0,0,1,0,0,0,0,7,2017
"Jayon Brown",11910,"LB","TEN",1,1,,1,31,0,39.6,0,1,0,0,0,0,7,2017
"Eddie Jackson",11867,"S","CHI",1,10,,10,6,0,39.6,0,1,0,0,0,0,7,2017
"Jonathan Jones",11217,"CB","NE",1,13,,4.3,19,0,39.6,0,3,0,0,0,0,7,2017
"Briean Boddy-Calhoun",10903,"CB","CLV",1,18,,18,8,0,39.6,0,1,0,0,0,0,7,2017
"Johnson Bademosi",7374,"CB","NE",1,2,,2,19,0,39.6,0,1,0,0,0,0,7,2017
"Dre Kirkpatrick",7023,"CB","CIN",1,2,,2,7,0,39.6,0,1,0,0,0,0,7,2017
"Lavonte David",7060,"LB","TB",1,2,,2,30,0,39.6,0,1,0,0,0,0,7,2017
"Orlando Scandrick",4457,"CB","DAL",1,18,,18,9,0,39.6,0,1,0,0,0,0,7,2017
"Wesley Woodyard",4583,"LB","TEN",1,3,,3,31,0,39.6,0,1,0,0,0,0,7,2017
"Deion Jones",10686,"LB","ATL",1,6,,6,2,0,39.6,0,1,0,0,0,0,7,2017
"Xavien Howard",10672,"CB","MIA",1,2,,2,17,0,39.6,0,1,0,0,0,0,7,2017
"Vernon Hargreaves III",10645,"CB","TB",1,25,,6.3,30,0,39.6,0,4,0,0,0,0,7,2017
"Eli Apple",10644,"CB","NYG",1,1,,1,21,0,39.6,0,1,0,0,0,0,7,2017
"Captain Munnerlyn",5140,"CB","CAR",1,5,,5,5,0,39.6,0,1,0,0,0,0,7,2017
"Earl Thomas III",5539,"S","SEA",1,1,,1,29,0,39.6,0,1,0,0,0,0,7,2017
"Marcus Peters",9451,"CB","KC",1,1,,1,16,0,39.6,0,1,0,0,0,0,7,2017
"Adrian Phillips",9177,"S","LAC",1,12,,12,27,0,39.6,0,1,0,0,0,0,7,2017
"Darian Stewart",5820,"S","DEN",1,4,,4,10,0,39.6,0,1,0,0,0,0,7,2017
"Dexter McDougle",8715,"CB","PHI",1,3,,3,24,0,39.6,0,1,0,0,0,0,7,2017
"Lamarcus Joyner",8676,"S","LA",1,5,,5,26,0,39.6,0,1,0,0,0,0,7,2017
"Kayvon Webster",7871,"CB","LA",1,4,,4,26,0,39.6,0,1,0,0,0,0,7,2017
"Logan Ryan",7864,"CB","TEN",1,25,,25,31,0,39.6,0,1,0,0,0,0,7,2017
"Terence Newman",1321,"CB","MIN",1,35,35,17.5,18,0,56.3,1,2,0,4,4,0.11,7,2017
"Bryce Callahan",10000,"CB","CHI",1,32,32,16,6,0,81.3,1,2,0,18,2,0.56,7,2017
"Kendall Fuller",10718,"CB","WAS",1,21,21,10.5,32,0,72.9,1,2,0,14,0,0.67,7,2017
"Bobby McCain",9578,"CB","MIA",1,19,19,9.5,17,1,35.4,1,2,0,15,3,0.79,7,2017
"Aaron Colvin",8749,"CB","JAX",1,36,18,12,15,0,75.7,2,3,0,13,1,0.36,7,2017
"Patrick Robinson",5557,"CB","PHI",1,15,15,5,24,0,42.4,1,3,0,6,1,0.4,7,2017
"Justin Coleman",9892,"CB","SEA",1,25,12.5,8.3,29,0,85.4,2,3,0,20,4,0.8,7,2017
"Vonn Bell",10695,"S","NO",1,11,11,11,20,0,83.3,1,1,0,4,0,0.36,7,2017
"Damarious Randall",9463,"CB","GB",1,21,10.5,5.3,12,1,31.3,2,4,0,26,21,1.24,7,2017
"Phillip Gaines",8722,"CB","KC",1,50,10,4.2,16,0,58,5,12,0,61,32,1.22,7,2017
"Mike Hilton",10898,"CB","PIT",1,20,10,6.7,25,0,92.4,2,3,0,25,4,1.25,7,2017
"Eric Murray",10740,"S","KC",1,19,9.5,6.3,16,0,88.2,2,3,0,22,6,1.16,7,2017
"Reggie Nelson",3637,"S","OAK",1,9,9,9,23,0,79.2,1,1,0,2,7,0.22,7,2017
"Ross Cockrell",8744,"CB","NYG",1,9,9,9,21,0,79.2,1,1,0,0,4,0,7,2017
"Dont'e Deayon",11242,"CB","NYG",1,17,8.5,5.7,21,0,79.9,2,3,0,16,7,0.94,7,2017
"Chris Harris Jr.",6457,"CB","DEN",1,17,8.5,8.5,10,0,158.3,2,2,1,55,38,3.24,7,2017
"Justin Evans",11805,"S","TB",1,8,8,8,30,0,118.8,1,1,0,44,4,5.5,7,2017
"Rodney McLeod",7271,"S","PHI",1,8,8,8,24,0,87.5,1,1,0,5,9,0.63,7,2017
"Brian Poole",11052,"CB","ATL",1,22,7.3,7.3,2,0,98.6,3,3,0,23,15,1.05,7,2017
"Ron Parker",6625,"S","KC",1,14,7,4.7,16,0,82.6,2,3,0,18,3,1.29,7,2017
"Kevin Byard",10698,"S","TEN",1,7,7,7,31,0,79.2,1,1,0,-3,2,-0.43,7,2017
"Harrison Smith",7641,"S","MIN",1,7,7,7,18,0,104.2,1,1,0,9,1,1.29,7,2017
"Kenny Vaccaro",7796,"S","NO",1,21,7,7,20,1,60.4,3,3,0,24,14,1.14,7,2017
"Desmond King II",11906,"CB","LAC",1,28,7,7,27,0,88.5,4,4,0,21,10,0.75,7,2017
"Tyrann Mathieu",7850,"CB","ARZ",1,27,6.8,4.5,1,0,136.1,4,6,1,56,43,2.07,7,2017
"Keanu Neal",10651,"S","ATL",1,13,6.5,3.3,2,0,56.3,2,4,0,11,16,0.85,7,2017
"Robert Alford",7841,"CB","ATL",1,6,6,6,2,0,118.8,1,1,0,18,0,3,7,2017
"Jimmie Ward",8665,"S","SF",1,12,6,6,28,0,158.3,2,2,1,96,94,8,7,2017
"Lardarius Webb",5011,"CB","BLT",1,12,6,2,3,0,59,2,6,0,42,5,3.5,7,2017
"Anthony Brown",10823,"CB","DAL",1,6,6,6,9,0,83.3,1,1,0,4,0,0.67,7,2017
"Byron Jones",9460,"S","DAL",1,6,6,2,9,0,42.4,1,3,0,5,10,0.83,7,2017
"Josh Jones",11816,"S","GB",1,6,6,3,12,0,93.8,1,2,0,24,27,4,7,2017
"Darqueze Dennard",8659,"CB","CIN",1,17,5.7,4.3,7,0,130.2,3,4,1,25,17,1.47,7,2017
"Tashaun Gipson Sr.",7288,"S","JAX",1,11,5.5,5.5,15,0,108.3,2,2,0,20,15,1.82,7,2017
"Leonard Johnson",7385,"CB","BUF",1,31,5.2,4.4,4,0,103,6,7,0,61,17,1.97,7,2017
"Jaylen Hill",37997,"CB","BLT",1,5,5,2.5,3,0,72.9,1,2,0,14,2,2.8,7,2017
"Desmond Trufant",7803,"CB","ATL",1,5,5,2.5,2,0,68.8,1,2,0,12,11,2.4,7,2017
"Trumaine Johnson",7067,"CB","LA",1,5,5,5,26,0,83.3,1,1,0,4,3,0.8,7,2017
"Corey Graham",3784,"S","PHI",1,5,5,5,24,0,108.3,1,1,0,10,13,2,7,2017
"Shareece Wright",6241,"CB","BUF",1,5,5,2.5,4,0,68.8,1,2,0,12,8,2.4,7,2017
"Patrick Chung",4957,"S","NE",1,19,4.8,3.2,19,0,75.7,4,6,0,26,16,1.37,7,2017
"T.J. Carrie",8853,"CB","OAK",1,19,4.8,2.7,23,0,139.3,4,7,1,84,29,4.42,7,2017
"Buster Skrine",6289,"CB","NYJ",1,33,4.7,4.7,22,0,158.3,7,7,2,118,15,3.58,7,2017
"Eric Kendricks",9478,"LB","MIN",1,14,4.7,4.7,18,0,95.8,3,3,0,21,11,1.5,7,2017
"Malcolm Jenkins",4937,"S","PHI",1,20,4,4,24,0,94.2,5,5,0,33,11,1.65,7,2017
"Andrew Sendejo",6118,"S","MIN",1,4,4,4,18,0,91.7,1,1,0,6,3,1.5,7,2017
"Jahleel Addae",8117,"S","LAC",1,12,4,3,27,0,82.3,3,4,0,17,3,1.42,7,2017
"Jamal Adams",11761,"S","NYJ",1,4,4,1.3,22,0,57.6,1,3,0,20,2,5,7,2017
"Reshad Jones",5686,"S","MIA",1,4,4,2,17,0,79.2,1,2,0,17,4,4.25,7,2017
"D.J. Swearinger Sr.",7838,"S","WAS",1,8,4,4,32,0,139.6,2,2,1,16,7,2,7,2017
"Trevor Williams",11004,"CB","LAC",1,4,4,4,27,0,118.8,1,1,0,15,13,3.75,7,2017
"Quinton Dunbar",10073,"CB","WAS",1,4,4,4,32,0,108.3,1,1,0,10,4,2.5,7,2017
"Jaylon Smith",10668,"LB","DAL",1,4,4,4,9,0,79.2,1,1,0,2,6,0.5,7,2017
"Myles Jack",10670,"LB","JAX",1,8,4,4,15,0,83.3,2,2,0,8,-3,1,7,2017
"Will Parks",10853,"S","DEN",1,4,4,4,10,0,118.8,1,1,0,13,0,3.25,7,2017
"Kiko Alonso",7827,"LB","MIA",1,11,3.7,3.7,17,0,141,3,3,1,25,10,2.27,7,2017
"Bradley McDougald",8220,"S","SEA",1,7,3.5,3.5,29,0,118.8,2,2,0,26,24,3.71,7,2017
"Nate Hairston",11913,"CB","IND",1,17,3.4,2.1,14,0,104.2,5,8,0,96,56,5.65,7,2017
"Matthias Farley",10953,"S","IND",1,6,3,3,14,0,118.8,2,2,0,59,44,9.83,7,2017
"Bradley Roby",8666,"CB","DEN",1,3,3,3,10,0,118.8,1,1,0,19,6,6.33,7,2017
"Kyle Van Noy",8675,"LB","NE",1,3,3,3,19,0,112.5,1,1,0,11,4,3.67,7,2017
"Adrian Amos",9575,"S","CHI",1,6,3,2,6,0,70.1,2,3,0,-2,0,-0.33,7,2017
"Dominique Rodgers-Cromartie",4330,"CB","NYG",1,3,3,3,21,0,158.3,1,1,1,22,3,7.33,7,2017
"Nick Vigil",10721,"LB","CIN",1,3,3,3,7,0,118.8,1,1,0,16,3,5.33,7,2017
"Eric Weddle",3653,"S","BLT",1,3,3,3,3,0,83.3,1,1,0,4,7,1.33,7,2017
"Tre'Davious White",11782,"CB","BUF",1,3,3,3,4,0,156.3,1,1,1,12,0,4,7,2017
"Christian Jones",9020,"LB","CHI",1,8,2.7,2.7,6,0,118.1,3,3,0,37,25,4.63,7,2017
